Sigla;Código;Município;pib
RS;4311775;Maquiné;88918,85288
RS;4311791;Maratá;37725,49789
RS;4311809;Marau;1428436,374
RS;4311908;Marcelino Ramos;78341,46651
RS;4311981;Mariana Pimentel;48779,02769
RS;4312005;Mariano Moro;34024,18289
RS;4312054;Marques de Souza;57946,65604
RS;4312104;Mata;78892,76592
RS;4312138;Mato Castelhano;78542,19364
RS;4312153;Mato Leitão;84275,05396
RS;4312179;Mato Queimado;41287,2375
RS;4312203;Maximiliano de Almeida;75212,92406
RS;4312252;Minas do Leão;130321,3918
RS;4312302;Miraguaí;88873,10576
RS;4312351;Montauri;45811,06694
RS;4312377;Monte Alegre dos Campos;51222,29704
RS;4312385;Monte Belo do Sul;44082,47955
RS;4312401;Montenegro;2685229,574
RS;4312427;Mormaço;71576,96208
RS;4312443;Morrinhos do Sul;38028,45582
RS;4312450;Morro Redondo;61825,35781
RS;4312476;Morro Reuter;127982,6873
RS;4312500;Mostardas;300307,8657
RS;4312609;Muçum;140906,2471
RS;4312617;Muitos Capões;523796,9903
RS;4312625;Muliterno;42940,66892
RS;4312658;Não-Me-Toque;1030491,562
RS;4312674;Nicolau Vergueiro;68271,03286
RS;4312708;Nonoai;245309,0977
RS;4312757;Nova Alvorada;110434,4676
RS;4312807;Nova Araçá;152751,0152
RS;4312906;Nova Bassano;374475,6083
RS;4312955;Nova Boa Vista;67846,70503
RS;4313003;Nova Bréscia;65886,58123
RS;4313011;Nova Candelária;107099,5964
RS;4313037;Nova Esperança do Sul;80461,23841
RS;4313060;Nova Hartz;376103,8321
RS;4313086;Nova Pádua;46779,22526
RS;4313102;Nova Palma;178641,0811
RS;4313201;Nova Petrópolis;454055,9813
RS;4313300;Nova Prata;807593,8823
RS;4313334;Nova Ramada;142225,4445
RS;4313359;Nova Roma do Sul;79032,3413
RS;4313375;Nova Santa Rita;1161190,134
RS;4313391;Novo Cabrais;62164,72671
RS;4313409;Novo Hamburgo;4685759,754
RS;4313425;Novo Machado;86990,93877
RS;4313441;Novo Tiradentes;34883,57511
RS;4313466;Novo Xingu;35025,95133
RS;4313490;Novo Barreiro;63111,8787
RS;4313508;Osório;849133,6625
RS;4313607;Paim Filho;78257,4412
RS;4313656;Palmares do Sul;343384,8424
RS;4313706;Palmeira das Missões;1034001,486
RS;4313805;Palmitinho;126803,9989
RS;4313904;Panambi;1478725,523
RS;4313953;Pantano Grande;249128,9818
RS;4314001;Paraí;198134,0199
RS;4314027;Paraíso do Sul;96808,36287
RS;4314035;Pareci Novo;63688,3857
RS;4314050;Parobé;649007,7759
RS;4314068;Passa Sete;62076,96694
RS;4314076;Passo do Sobrado;107197,6259
RS;4314100;Passo Fundo;5859753,945
RS;4314134;Paulo Bento;91433,07694
RS;4314159;Paverama;113180,2281
RS;4314175;Pedras Altas;180275,8402
RS;4314209;Pedro Osório;126341,3928
RS;4314308;Pejuçara;216697,0785
RS;4314407;Pelotas;5031304,514
RS;4314423;Picada Café;180398,1437
RS;4314456;Pinhal;57576,47786
RS;4314464;Pinhal da Serra;142246,9176
RS;4314472;Pinhal Grande;434985,97
RS;4314498;Pinheirinho do Vale;61407,09848
RS;4314506;Pinheiro Machado;185659,9955
RS;4314548;Pinto Bandeira;34676,77948
RS;4314555;Pirapó;44192,64607
RS;4314605;Piratini;410917,8529
RS;4314704;Planalto;117871,6414
RS;4314753;Poço das Antas;61504,6612
RS;4314779;Pontão;188270,8487
RS;4314787;Ponte Preta;44835,90652
RS;4314803;Portão;776019,504
RS;4314902;Porto Alegre;38074131,98
RS;4315008;Porto Lucena;63327,54367
RS;4315057;Porto Mauá;41708,76449
RS;4315073;Porto Vera Cruz;21104,82435
RS;4315107;Porto Xavier;98461,32748
RS;4315131;Pouso Novo;28670,8369
RS;4315149;Presidente Lucena;99809,00013
RS;4315156;Progresso;77730,88258
RS;4315172;Protásio Alves;43535,84822
RS;4315206;Putinga;62291,69829
RS;4315305;Quaraí;292104,1944
RS;4315313;Quatro Irmãos;86808,41712
RS;4315321;Quevedos;139716,3553
RS;4315354;Quinze de Novembro;119091,8756
RS;4315404;Redentora;108720,8181
RS;4315453;Relvado;38598,89433
RS;4315503;Restinga Seca;314357,3647
RS;4315552;Rio dos Índios;63711,72607
RS;4315602;Rio Grande;6200206,304
RS;4315701;Rio Pardo;649103,9382
RS;4315750;Riozinho;72750,98241
RS;4315800;Roca Sales;268918,81
RS;4315909;Rodeio Bonito;130369,0061
RS;4315958;Rolador;75581,70182
RS;4316006;Rolante;341519,4805
RS;4316105;Ronda Alta;220123,9109
RS;4316204;Rondinha;125511,8763
RS;4316303;Roque Gonzales;204006,4556
RS;4316402;Rosário do Sul;645113,2027
RS;4316428;Sagrada Família;38565,2842
RS;4316436;Saldanha Marinho;118684,3529
RS;4316451;Salto do Jacuí;566449,6392
RS;4316477;Salvador das Missões;83310,1633
RS;4316501;Salvador do Sul;157622,6161
RS;4316600;Sananduva;393902,7272
RS;4316709;Santa Bárbara do Sul;623667,1422
RS;4316733;Santa Cecília do Sul;67163,76597
RS;4316758;Santa Clara do Sul;158296,6858
RS;4316808;Santa Cruz do Sul;4581792,901
RS;4316907;Santa Maria;4463623,904
RS;4316956;Santa Maria do Herval;130429,6911
RS;4316972;Santa Margarida do Sul;168523,9667
RS;4317004;Santana da Boa Vista;170337,513
RS;4317103;Santana do Livramento;1318223,173
RS;4317202;Santa Rosa;1742142,075
RS;4317251;Santa Tereza;23270,34337
RS;4317301;Santa Vitória do Palmar;819537,1468
RS;4317400;Santiago;943624,794
RS;4317509;Santo Ângelo;1484569,483
RS;4317558;Santo Antônio do Palma;55921,64602
RS;4317608;Santo Antônio da Patrulha;784468,2492
RS;4317707;Santo Antônio das Missões;314601,9717
RS;4317756;Santo Antônio do Planalto;88445,04348
RS;4317806;Santo Augusto;396056,1093
RS;4317905;Santo Cristo;366008,6577
RS;4317954;Santo Expedito do Sul;60195,73356
RS;4318002;São Borja;1200047,173
RS;4318051;São Domingos do Sul;57620,35775
RS;4318101;São Francisco de Assis;375368,6106
RS;4318200;São Francisco de Paula;479183,7509
RS;4318309;São Gabriel;1271201,674
RS;4318408;São Jerônimo;311365,13
RS;4318424;São João da Urtiga;85961,6287
RS;4318432;São João do Polêsine;48929,33964
RS;4318440;São Jorge;62239,88268
RS;4318457;São José das Missões;43576,46045
RS;4318465;São José do Herval;27593,91248
RS;4318481;São José do Hortêncio;55020,24115
RS;4318499;São José do Inhacorá;85795,91211
RS;4318507;São José do Norte;370037,2046
RS;4318606;São José do Ouro;216139,7106
RS;4318614;São José do Sul;43888,28772
RS;4318622;São José dos Ausentes;72649,68523
RS;4318705;São Leopoldo;5067363,976
RS;4318804;São Lourenço do Sul;794068,6079
RS;4318903;São Luiz Gonzaga;888696,9807
RS;4319000;São Marcos;534675,9342
RS;4319109;São Martinho;165262,851
RS;4319125;São Martinho da Serra;156892,9963
RS;4319158;São Miguel das Missões;405155,1169
RS;4319208;São Nicolau;106453,0683
RS;4319307;São Paulo das Missões;93616,80144
RS;4319356;São Pedro da Serra;52855,18894
RS;4319364;São Pedro das Missões;53298,65586
RS;4319372;São Pedro do Butiá;75465,4668
RS;4319406;São Pedro do Sul;248460,5137
RS;4319505;São Sebastião do Caí;419873,084
RS;4319604;São Sepé;621468,0131
RS;4319703;São Valentim;63271,05998
RS;4319711;São Valentim do Sul;44615,10667
RS;4319737;São Valério do Sul;42212,91636
RS;4319752;São Vendelino;44695,39752
RS;4319802;São Vicente do Sul;341027,4656
RS;4319901;Sapiranga;1687780,966
RS;4320008;Sapucaia do Sul;1962485,852
RS;4320107;Sarandi;606445,2209
RS;4320206;Seberi;288133,5316
RS;4320230;Sede Nova;73538,0195
RS;4320263;Segredo;76130,20038
RS;4320305;Selbach;175133,4911
RS;4320321;Senador Salgado Filho;69581,36092
RS;4320354;Sentinela do Sul;63609,96208
RS;4320404;Serafina Corrêa;365182,8756
RS;4320453;Sério;27808,17703
RS;4320503;Sertão;249508,9629
RS;4320552;Sertão Santana;146935,0632
RS;4320578;Sete de Setembro;49318,65692
RS;4320602;Severiano de Almeida;69746,6107
RS;4320651;Silveira Martins;40439,51547
RS;4320677;Sinimbu;99654,02011
RS;4320701;Sobradinho;204760,8162
RS;4320800;Soledade;655953,4016
RS;4320859;Tabaí;66326,31369
RS;4320909;Tapejara;767684,6599
RS;4321006;Tapera;298884,1035
RS;4321105;Tapes;281910,0569
RS;4321204;Taquara;732360,8855
RS;4321303;Taquari;510724,519
RS;4321329;Taquaruçu do Sul;88159,82423
RS;4321352;Tavares;58002,20611
RS;4321402;Tenente Portela;270380,8504
RS;4321436;Terra de Areia;135998,702
RS;4321451;Teutônia;735690,1551
RS;4321469;Tio Hugo;81589,97844
RS;4321477;Tiradentes do Sul;91606,72925
RS;4321493;Toropi;47302,98304
RS;4321501;Torres;645172,954
RS;4321600;Tramandaí;576294,1381
RS;4321626;Travesseiro;36451,5808
RS;4321634;Três Arroios;65911,32201
RS;4321667;Três Cachoeiras;144041,7916
RS;4321709;Três Coroas;375847,5549
RS;4321808;Três de Maio;631903,49
RS;4321832;Três Forquilhas;29977,4305
RS;4321857;Três Palmeiras;83338,63854
RS;4321907;Três Passos;482225,0004
RS;4321956;Trindade do Sul;164021,6104
RS;4322004;Triunfo;6060272,417
RS;4322103;Tucunduva;121057,1343
RS;4322152;Tunas;56410,86006
RS;4322186;Tupanci do Sul;44219,25409
RS;4322202;Tupanciretã;957892,7588
RS;4322251;Tupandi;249084,6351
RS;4322301;Tuparendi;179036,0001
RS;4322327;Turuçu;76428,49024
RS;4322343;Ubiretama;51690,50475
RS;4322350;União da Serra;42560,22098
RS;4322376;Unistalda;69585,09538
RS;4322400;Uruguaiana;1735165,174
RS;4322509;Vacaria;1515100,08
RS;4322525;Vale Verde;60895,9445
RS;4322533;Vale do Sol;127303,9495
RS;4322541;Vale Real;92564,61781
RS;4322558;Vanini;44241,66084
RS;4322608;Venâncio Aires;1742138,808
RS;4322707;Vera Cruz;385917,0549
RS;4322806;Veranópolis;811638,7674
RS;4322855;Vespasiano Correa;55754,99582
RS;4322905;Viadutos;95499,90204
RS;4323002;Viamão;2023632,939
RS;4323101;Vicente Dutra;59057,19058
RS;4323200;Victor Graeff;138114,2727
RS;4323309;Vila Flores;138899,4425
RS;4323358;Vila Lângaro;78858,22218
RS;4323408;Vila Maria;181777,0925
RS;4323457;Vila Nova do Sul;91466,68706
RS;4323507;Vista Alegre;63982,00749
RS;4323606;Vista Alegre do Prata;39785,05165
RS;4323705;Vista Gaúcha;48320,15612
RS;4323754;Vitória das Missões;74468,36643
RS;4323770;Westfalia;123628,7757
RS;4323804;Xangri-lá;342240,2309
RS;4399919;Santa Cristina do Pinhal;
RS;4399929;Santa Izabel;
SC;4200051;Abdon Batista;35068,4308
SC;4200101;Abelardo Luz;366835,8402
SC;4200200;Agrolândia;184899,5664
SC;4200309;Agronômica;108705,4134
SC;4200408;Água Doce;303921,421
SC;4200507;Águas de Chapecó;64273,76204
SC;4200556;Águas Frias;76119,46381
SC;4200606;Águas Mornas;93154,66222
SC;4200705;Alfredo Wagner;157048,9099
SC;4200754;Alto Bela Vista;36873,10778
SC;4200804;Anchieta;95127,85663
SC;4200903;Angelina;81478,41149
SC;4201000;Anita Garibaldi;108058,8854
SC;4201109;Anitápolis;39471,35715
SC;4201208;Antônio Carlos;371798,4685
SC;4201257;Apiúna;206517,412
SC;4201273;Arabutã;132759,0594
SC;4201307;Araquari;3495283,064
SC;4201406;Araranguá;1113259,762
SC;4201505;Armazém;126990,7218
SC;4201604;Arroio Trinta;58789,2432
SC;4201653;Arvoredo;95164,73441
SC;4201703;Ascurra;114340,2442
SC;4201802;Atalanta;58800,91338
SC;4201901;Aurora;189940,6183
SC;4201950;Balneário Arroio do Silva;103544,3921
SC;4202008;Balneário Camboriú;3434348,375
SC;4202057;Balneário Barra do Sul;118821,1274
SC;4202073;Balneário Gaivota;101259,8372
SC;4202081;Bandeirante;47709,57219
SC;4202099;Barra Bonita;24403,75147
SC;4202107;Barra Velha;1107316,838
SC;4202131;Bela Vista do Toldo;91885,4132
SC;4202156;Belmonte;26909,10619
SC;4202206;Benedito Novo;219430,2352
SC;4202305;Biguaçu;1246276,499
SC;4202404;Blumenau;9605232,179
SC;4202438;Bocaina do Sul;63434,90934
SC;4202453;Bombinhas;409532,8357
SC;4202503;Bom Jardim da Serra;173484,7278
SC;4202537;Bom Jesus;74780,66051
SC;4202578;Bom Jesus do Oeste;34401,36318
SC;4202602;Bom Retiro;197141,5876
SC;4202701;Botuverá;200993,2145
SC;4202800;Braço do Norte;814444,746
SC;4202859;Braço do Trombudo;116756,9056
SC;4202875;Brunópolis;64396,99917
SC;4202909;Brusque;4072080,887
SC;4203006;Caçador;2195351,735
SC;4203105;Caibi;147858,408
SC;4203154;Calmon;45600,07005
SC;4203204;Camboriú;1046628,623
SC;4203253;Capão Alto;109705,3147
SC;4203303;Campo Alegre;326595,1846
SC;4203402;Campo Belo do Sul;155448,2277
SC;4203501;Campo Erê;204358,8951
SC;4203600;Campos Novos;1218418,841
SC;4203709;Canelinha;137986,3675
SC;4203808;Canoinhas;1028317,174
SC;4203907;Capinzal;499764,3507
SC;4203956;Capivari de Baixo;629477,0258
SC;4204004;Catanduvas;247794,3797
SC;4204103;Caxambu do Sul;76618,48081
SC;4204152;Celso Ramos;30761,19994
SC;4204178;Cerro Negro;66011,21877
SC;4204194;Chapadão do Lageado;45712,57061
SC;4204202;Chapecó;6392040,76
SC;4204251;Cocal do Sul;413143,1233
SC;4204301;Concórdia;2128303,27
SC;4204350;Cordilheira Alta;202857,6428
SC;4204400;Coronel Freitas;178105,1863
SC;4204459;Coronel Martins;26782,13461
SC;4204509;Corupá;372287,2157
SC;4204558;Correia Pinto;276004,011
SC;4204608;Criciúma;4697857,532
SC;4204707;Cunha Porã;432965,628
SC;4204756;Cunhataí;31097,768
SC;4204806;Curitibanos;875316,8834
SC;4204905;Descanso;139562,3089
SC;4205001;Dionísio Cerqueira;297000,5361
SC;4205100;Dona Emma;77357,43674
SC;4205159;Doutor Pedrinho;82016,17349
SC;4205175;Entre Rios;28650,29738
SC;4205191;Ermo;82410,62565
SC;4205209;Erval Velho;85485,48527
SC;4205308;Faxinal dos Guedes;353986,5027
SC;4205357;Flor do Sertão;30003,1049
SC;4205407;Florianópolis;10995661,57
SC;4205431;Formosa do Sul;36704,59035
SC;4205456;Forquilhinha;571541,1063
SC;4205506;Fraiburgo;594457,6097
SC;4205555;Frei Rogério;47657,75658
SC;4205605;Galvão;46658,32217
SC;4205704;Garopaba;360903,1863
SC;4205803;Garuva;949074,7691
SC;4205902;Gaspar;1940420,339
SC;4206009;Governador Celso Ramos;209886,827
SC;4206108;Grão Pará;153644,4844
SC;4206207;Gravatal;180762,2534
SC;4206306;Guabiruba;589423,5599
SC;4206405;Guaraciaba;212206,3924
SC;4206504;Guaramirim;1173603,94
SC;4206603;Guarujá do Sul;94548,08198
SC;4206652;Guatambú;165699,3158
SC;4206702;Herval d'Oeste;291252,2711
SC;4206751;Ibiam;35292,03149
SC;4206801;Ibicaré;67876,5807
SC;4206900;Ibirama;279664,7138
SC;4207007;Içara;1643766,64
SC;4207106;Ilhota;567242,2779
SC;4207205;Imaruí;118003,281
SC;4207304;Imbituba;1168153,032
SC;4207403;Imbuia;121681,2557
SC;4207502;Indaial;1715738,521
SC;4207577;Iomerê;106322,829
SC;4207601;Ipira;50004,39682
SC;4207650;Iporã do Oeste;177980,5488
SC;4207684;Ipuaçu;150063,1389
SC;4207700;Ipumirim;217386,0861
SC;4207759;Iraceminha;62456,01446
SC;4207809;Irani;131939,8127
SC;4207858;Irati;26427,36107
SC;4207908;Irineópolis;214239,805
SC;4208005;Itá;188910,3747
SC;4208104;Itaiópolis;489027,783
SC;4208203;Itajaí;22292289,67
SC;4208302;Itapema;1348478,353
SC;4208401;Itapiranga;497021,8579
SC;4208450;Itapoá;788265,7265
SC;4208500;Ituporanga;653332,7455
SC;4208609;Jaborá;84649,90022
SC;4208708;Jacinto Machado;247285,093
SC;4208807;Jaguaruna;397648,3889
SC;4208906;Jaraguá do Sul;5626047,809
SC;4208955;Jardinópolis;31423,59948
SC;4209003;Joaçaba;1111464,421
SC;4209102;Joinville;21038941,04
SC;4209151;José Boiteux;60900,61257
SC;4209177;Jupiá;41187,34074
SC;4209201;Lacerdópolis;64303,63771
SC;4209300;Lages;3069946,934
SC;4209409;Laguna;510499,5179
SC;4209458;Lajeado Grande;27845,52161
SC;4209508;Laurentino;207617,6768
SC;4209607;Lauro Muller;195471,8179
SC;4209706;Lebon Régis;194550,3403
SC;4209805;Leoberto Leal;55912,77668
SC;4209854;Lindóia do Sul;70910,82808
SC;4209904;Lontras;217604,5519
SC;4210001;Luiz Alves;370036,7378
SC;4210035;Luzerna;136756,7971
SC;4210050;Macieira;27608,38351
SC;4210100;Mafra;1162327,277
SC;4210209;Major Gercino;29004,60411
SC;4210308;Major Vieira;140181,7622
SC;4210407;Maracajá;127455,6618
SC;4210506;Maravilha;837450,8765
SC;4210555;Marema;45792,39465
SC;4210605;Massaranduba;350938,2511
SC;4210704;Matos Costa;29214,66739
SC;4210803;Meleiro;158875,9937
SC;4210852;Mirim Doce;41748,90991
SC;4210902;Modelo;79490,74606
SC;4211009;Mondaí;508407,7544
SC;4211058;Monte Carlo;108950,0205
SC;4211108;Monte Castelo;110824,7185
SC;4211207;Morro da Fumaça;430406,1236
SC;4211256;Morro Grande;67742,1402
SC;4211306;Navegantes;2867259,209
SC;4211405;Nova Erechim;115313,5374
SC;4211454;Nova Itaberaba;88424,50396
SC;4211504;Nova Trento;322781,3691
SC;4211603;Nova Veneza;501582,0983
SC;4211652;Novo Horizonte;55940,78512
SC;4211702;Orleans;554600,6697
SC;4211751;Otacílio Costa;465865,2721
SC;4211801;Ouro;117917,3885
SC;4211850;Ouro Verde;64073,50171
SC;4211876;Paial;27219,06623
SC;4211892;Painel;39648,27711
SC;4211900;Palhoça;3831852,987
SC;4212007;Palma Sola;155099,9895
SC;4212056;Palmeira;87707,48796
SC;4212106;Palmitos;426538,1584
SC;4212205;Papanduva;398536,7232
SC;4212239;Paraíso;66887,88286
SC;4212254;Passo de Torres;110768,2349
SC;4212270;Passos Maia;81772,50009
SC;4212304;Paulo Lopes;116707,8908
SC;4212403;Pedras Grandes;113629,2967
SC;4212502;Penha;483995,6004
SC;4212601;Peritiba;56458,0076
SC;4212650;Pescaria Brava;55750,32775
SC;4212700;Petrolândia;104351,5019
SC;4212809;Piçarras;706622,9988
SC;4212908;Pinhalzinho;706781,7133
SC;4213005;Pinheiro Preto;106077,2884
SC;4213104;Piratuba;373967,7219
SC;4213153;Planalto Alegre;66252,09133
SC;4213203;Pomerode;1309956,482
SC;4213302;Ponte Alta;82046,04916
SC;4213351;Ponte Alta do Norte;77783,6318
SC;4213401;Ponte Serrada;135855,3922
SC;4213500;Porto Belo;687084,3129
SC;4213609;Porto União;536735,0212
SC;4213708;Pouso Redondo;335627,4389
SC;4213807;Praia Grande;104209,1256
SC;4213906;Presidente Castelo Branco;35439,54259
SC;4214003;Presidente Getúlio;459809,3812
SC;4214102;Presidente Nereu;29286,08891
SC;4214151;Princesa;63440,51103
SC;4214201;Quilombo;215936,6495
SC;4214300;Rancho Queimado;77363,03843
SC;4214409;Rio das Antas;134470,8418
SC;4214508;Rio do Campo;99392,14122
SC;4214607;Rio do Oeste;128887,8266
SC;4214706;Rio dos Cedros;221703,5867
SC;4214805;Rio do Sul;1722435,806
SC;4214904;Rio Fortuna;141331,0417
SC;4215000;Rio Negrinho;753630,4928
SC;4215059;Rio Rufino;32704,98549
SC;4215075;Riqueza;68923,62945
SC;4215109;Rodeio;182058,5773
SC;4215208;Romelândia;51964,98744
SC;4215307;Salete;148509,6042
SC;4215356;Saltinho;43702,96523
SC;4215406;Salto Veloso;124591,7991
SC;4215455;Sangão;217809,9471
SC;4215505;Santa Cecília;309022,691
SC;4215554;Santa Helena;48363,1024
SC;4215604;Santa Rosa de Lima;33994,30722
SC;4215653;Santa Rosa do Sul;92923,59261
SC;4215679;Santa Terezinha;125558,557
SC;4215687;Santa Terezinha do Progresso;30395,68983
SC;4215695;Santiago do Sul;22629,41696
SC;4215703;Santo Amaro da Imperatriz;586471,9374
SC;4215752;São Bernardino;41152,3302
SC;4215802;São Bento do Sul;2192600,84
SC;4215901;São Bonifácio;52477,54184
SC;4216008;São Carlos;243101,5661
SC;4216057;São Cristovão do Sul;102600,5077
SC;4216107;São Domingos;210046,0083
SC;4216206;São Francisco do Sul;3975375,222
SC;4216255;São João do Oeste;164876,8014
SC;4216305;São João Batista;480643,9241
SC;4216354;São João do Itaperiú;157842,9491
SC;4216404;São João do Sul;132053,2468
SC;4216503;São Joaquim;528971,0823
SC;4216602;São José;6459769,362
SC;4216701;São José do Cedro;265208,1589
SC;4216800;São José do Cerrito;148821,4315
SC;4216909;São Lourenço do Oeste;648580,1805
SC;4217006;São Ludgero;433726,5239
SC;4217105;São Martinho;50998,69635
SC;4217154;São Miguel da Boa Vista;23478,53942
SC;4217204;São Miguel do Oeste;1014905,8
SC;4217253;São Pedro de Alcântara;47204,4867
SC;4217303;Saudades;246066,2592
SC;4217402;Schroeder;354486,4533
SC;4217501;Seara;550149,1954
SC;4217550;Serra Alta;55094,46351
SC;4217600;Siderópolis;317186,6837
SC;4217709;Sombrio;424901,5321
SC;4217758;Sul Brasil;38925,19262
SC;4217808;Taió;394256,5672
SC;4217907;Tangará;280467,1555
SC;4217956;Tigrinhos;30598,2842
SC;4218004;Tijucas;1137984,677
SC;4218103;Timbé do Sul;72290,71043
SC;4218202;Timbó;1183070,325
SC;4218251;Timbó Grande;141569,5802
SC;4218301;Três Barras;710785,0526
SC;4218350;Treviso;108401,9887
SC;4218400;Treze de Maio;93221,41566
SC;4218509;Treze Tílias;387199,3746
SC;4218608;Trombudo Central;204426,1153
SC;4218707;Tubarão;2248486,075
SC;4218756;Tunápolis;85098,03522
SC;4218806;Turvo;344422,555
SC;4218855;União do Oeste;39736,03688
SC;4218905;Urubici;166307,0989
SC;4218954;Urupema;41289,57154
SC;4219002;Urussanga;507243,0703
SC;4219101;Vargeão;93824,06387
SC;4219150;Vargem;54214,99857
SC;4219176;Vargem Bonita;252018,0521
SC;4219200;Vidal Ramos;165622,7594
SC;4219309;Videira;1613153,885
SC;4219358;Vitor Meireles;66412,20623
SC;4219408;Witmarsum;81779,03539
SC;4219507;Xanxerê;1249618,839
SC;4219606;Xavantina;98901,52676
SC;4219705;Xaxim;696017,604
SC;4219853;Zortéa;48381,30788
SC;4220000;Balneário Rincão;137528,8963
SC;4299919;São Miguel;
SE;2800100;Amparo de São Francisco;17723,27235
SE;2800209;Aquidabã;134381,6816
SE;2800308;Aracaju;8591904,654
SE;2800407;Arauá;65409,97098
SE;2800506;Areia Branca;117758,2072
SE;2800605;Barra dos Coqueiros;1205105,963
SE;2800670;Boquim;155484,1719
SE;2800704;Brejo Grande;44760,28374
SE;2801009;Campo do Brito;110949,3561
SE;2801108;Canhoba;39415,34027
SE;2801207;Canindé de São Francisco;1351510,734
SE;2801306;Capela;179856,1805
SE;2801405;Carira;177301,811
SE;2801504;Carmópolis;197273,2272
SE;2801603;Cedro de São João;30012,44105
SE;2801702;Cristinápolis;117064,5316
SE;2801900;Cumbe;32437,97172
SE;2802007;Divina Pastora;88048,72409
SE;2802106;Estância;992695,1094
SE;2802205;Feira Nova;53644,56007
SE;2802304;Frei Paulo;151591,4659
SE;2802403;Gararu;83797,0433
SE;2802502;General Maynard;20321,05492
SE;2802601;Gracho Cardoso;47139,13368
SE;2802700;Ilha das Flores;47527,98415
SE;2802809;Indiaroba;107211,6301
SE;2802908;Itabaiana;1033172,903
SE;2803005;Itabaianinha;250113,9452
SE;2803104;Itabi;37870,67495
SE;2803203;Itaporanga d'Ajuda;410904,7823
SE;2803302;Japaratuba;246445,7735
SE;2803401;Japoatã;98334,82271
SE;2803500;Lagarto;839468,4176
SE;2803609;Laranjeiras;542433,3378
SE;2803708;Macambira;41795,59064
SE;2803807;Malhada dos Bois;24628,75258
SE;2803906;Malhador;80859,42503
SE;2804003;Maruim;209322,9238
SE;2804102;Moita Bonita;96380,7674
SE;2804201;Monte Alegre de Sergipe;102208,8564
SE;2804300;Muribeca;45121,59258
SE;2804409;Neópolis;154497,3413
SE;2804458;Nossa Senhora Aparecida;51302,12109
SE;2804508;Nossa Senhora da Glória;369146,5363
SE;2804607;Nossa Senhora das Dores;194068,5952
SE;2804706;Nossa Senhora de Lourdes;42556,48652
SE;2804805;Nossa Senhora do Socorro;1509046,99
SE;2804904;Pacatuba;110466,6773
SE;2805000;Pedra Mole;22412,35157
SE;2805109;Pedrinhas;46184,04597
SE;2805208;Pinhão;42747,41071
SE;2805307;Pirambu;64382,99495
SE;2805406;Poço Redondo;194306,2001
SE;2805505;Poço Verde;150452,9229
SE;2805604;Porto da Folha;171109,6123
SE;2805703;Propriá;258750,8136
SE;2805802;Riachão do Dantas;153534,7847
SE;2805901;Riachuelo;103818,4079
SE;2806008;Ribeirópolis;158454,4667
SE;2806107;Rosário do Catete;218912,0791
SE;2806206;Salgado;101539,4547
SE;2806305;Santa Luzia do Itanhy;89949,09656
SE;2806404;Santana do São Francisco;49842,41469
SE;2806503;Santa Rosa de Lima;25713,61272
SE;2806602;Santo Amaro das Brotas;78267,24415
SE;2806701;São Cristóvão;481623,7526
SE;2806800;São Domingos;63124,9493
SE;2806909;São Francisco;26157,07965
SE;2807006;São Miguel do Aleixo;23266,60891
SE;2807105;Simão Dias;368968,2159
SE;2807204;Siriri;82501,65307
SE;2807303;Telha;20596,00441
SE;2807402;Tobias Barreto;306128,019
SE;2807501;Tomar do Geru;68604,33326
SE;2807600;Umbaúba;187455,3363
SP;3500105;Adamantina;639930,2414
SP;3500204;Adolfo;53911,57384
SP;3500303;Aguaí;613728,815
SP;3500402;Águas da Prata;97564,59068
SP;3500501;Águas de Lindóia;273364,2158
SP;3500550;Águas de Santa Bárbara;101435,3567
SP;3500600;Águas de São Pedro;69019,79175
SP;3500709;Agudos;1231728,45
SP;3500758;Alambari;60400,19516
SP;3500808;Alfredo Marcondes;56182,5913
SP;3500907;Altair;52410,32159
SP;3501004;Altinópolis;389035,3276
SP;3501103;Alto Alegre;53022,30595
SP;3501152;Alumínio;1858972,736
SP;3501202;Álvares Florence;58047,95323
SP;3501301;Álvares Machado;331375,2913
SP;3501400;Álvaro de Carvalho;27348,37185
SP;3501509;Alvinlândia;27263,87973
SP;3501608;Americana;7103537,227
SP;3501707;Américo Brasiliense;574380,2282
SP;3501806;Américo de Campos;59192,09789
SP;3501905;Amparo;2405063,976
SP;3502002;Analândia;97242,49365
SP;3502101;Andradina;1328199,778
SP;3502200;Angatuba;688144,8991
SP;3502309;Anhembi;79150,91035
SP;3502408;Anhumas;49304,6527
SP;3502507;Aparecida;485977,6642
SP;3502606;Aparecida d'Oeste;70739,97661
SP;3502705;Apiaí;419058,9721
SP;3502754;Araçariguama;2247445,561
SP;3502804;Araçatuba;4209648,529
SP;3502903;Araçoiaba da Serra;562915,4412
SP;3503000;Aramina;70150,39901
SP;3503109;Arandu;90942,46248
SP;3503158;Arapeí;21271,47456
SP;3503208;Araraquara;5579858,162
SP;3503307;Araras;3240840,882
SP;3503356;Arco-Íris;28986,86543
SP;3503406;Arealva;106003,9997
SP;3503505;Areias;27127,572
SP;3503604;Areiópolis;76117,59658
SP;3503703;Ariranha;530718,342
SP;3503802;Artur Nogueira;803719,3818
SP;3503901;Arujá;3871405,568
SP;3503950;Aspásia;18460,36106
SP;3504008;Assis;1905748,227
SP;3504107;Atibaia;3902990,683
SP;3504206;Auriflama;167370,9527
SP;3504305;Avaí;175563,4206
